#,"URL Rating (desc)","Referring Page URL","Referring Page Title","Internal Links Count","External Links Count","Link URL",Type,TextPre,"Link Anchor",TextPost,"HTTP Code","DP check","RP check"
4006,13,https://www.avvo.com/all-lawyers/mi/orchard_lake.html?page=2,"Find the best lawyer in Orchard Lake, MI - Page 2 - Avvo",213,45,https://www.madison-heights.org/departments/43rd_district_court.php,Dofollow,,"Court Website",,404,"2020-09-20 15:09:48","2020-04-30 21:23:51"
4007,13,https://www.avvo.com/medical-malpractice-lawyer/ks/roeland_park.html?page=4,"Find the best Medical Malpractice lawyer in Roeland Park, KS - Page 4 - Avvo",192,10,https://www.kscourts.org/districts/District-Info.asp,Dofollow,,"Court Website",,404,"2020-09-29 18:02:50","2020-04-27 12:56:16"
4008,13,https://www.avvo.com/all-lawyers/mi/southgate.html?page=37,"Find the best lawyer in Southgate, MI - Page 37 - Avvo",193,13,http://www.cityofinkster.com/365/22nd-District-Court,Dofollow,,"Court Website",,404,"2020-09-28 23:24:39","2020-05-02 06:14:53"
4009,13,https://www.avvo.com/all-lawyers/wa/mountlake_terrace.html?page=29,"Find the best lawyer in Mountlake Terrace, WA - Page 29 - Avvo",213,11,https://marysvillewa.gov/144/Municipal-Court,Dofollow,,"Court Website",,404,"2020-09-23 22:11:16","2020-05-10 13:06:55"
4010,13,https://www.avvo.com/all-lawyers/mi/berkley.html?page=205,"Find the best lawyer in Berkley, MI - Page 205 - Avvo",214,13,https://www.madison-heights.org/departments/43rd_district_court.php,Dofollow,,"Court Website",,404,"2020-09-20 15:09:48","2020-05-02 13:25:10"
4011,13,https://www.avvo.com/legal-answers/do-you-have-to-submit-passport-style-photos-with-a-2935718.html,"Do you have to submit passport style photos with an N600 or are they captured at biometrics. - Q&A - Avvo",145,10,https://www.orendainlaw.com/,Nofollow,,Website,,404,"2020-09-27 22:45:13","2020-04-10 01:05:52"
4012,13,https://www.avvo.com/legal-answers/how-do-i-answer-an-order-of-ex-parte-without-hirin-2186747.html,"How do I answer an order of ex parte without hiring an attorney - Q&A - Avvo",146,10,http://www.scholtensaveritt.com/,Nofollow,,Website,,404,"2020-09-29 19:52:34","2020-04-07 08:55:51"
4013,13,https://www.avvo.com/legal-answers/i-told-my-class-mates-about-a-business-idea-and-th-2096436.html,"I told my class mates about a business idea and they may copy it can I make them sign a NDA? - Q&A - Avvo",163,10,https://www.bartonesq.com/bio_mross.php,Nofollow,,Website,,404,"2020-09-25 21:10:02","2020-04-07 18:35:20"
4014,13,https://www.avvo.com/legal-answers/can-you-use-facebook-in-court--2257751.html,"Can you use Facebook in court? - Q&A - Avvo",166,13,https://www.koesterlawllp.com/ryan-bradley.html,Nofollow,,Website,,404,"2020-09-29 09:54:41","2020-04-05 21:23:19"
4015,13,https://www.avvo.com/legal-answers/ex-spouse-collecting-social-security-3099779.html,"Ex Spouse Collecting Social Security - Q&A - Avvo",154,14,https://www.virginiadisabilitylawyer.com/,Nofollow,,Website,,404,"2020-10-01 06:39:58","2020-04-08 06:27:33"
4016,13,https://www.avvo.com/all-lawyers/mi/highland_park.html?page=99,"Find the best lawyer in Highland Park, MI - Page 99 - Avvo",214,13,http://www.cityofinkster.com/365/22nd-District-Court,Dofollow,,"Court Website",,404,"2020-09-28 23:24:39","2020-05-03 06:40:22"
4017,13,https://www.avvo.com/legal-answers/attorney-client-privilege-waived--623072.html,"Attorney client privilege waived? - Q&A - Avvo",153,12,https://www.bartonesq.com/bio_mross.php,Nofollow,,Website,,404,"2020-09-25 21:10:02","2020-04-08 08:36:16"
4018,13,https://www.avvo.com/legal-guides/ugc/a-florida-primer-on-medicaid,"A Florida Primer on Medicaid - Legal Guides - Avvo",170,9,http://www.veniceelderlaw.com/,"Nofollow, UGC",,"Florida Medicaid Attorney",,404,"2020-09-19 12:20:02","2020-03-26 10:07:52"
4019,13,https://www.avvo.com/all-lawyers/mi/royal_oak.html?page=114,"Find the best lawyer in Royal Oak, MI - Page 114 - Avvo",214,13,https://www.madison-heights.org/departments/43rd_district_court.php,Dofollow,,"Court Website",,404,"2020-09-20 15:09:48","2020-04-30 21:55:24"
4020,13,https://www.avvo.com/all-lawyers/ks/prairie_village.html?page=139,"Find the best lawyer in Prairie Village, KS - Page 139 - Avvo",214,10,https://www.kscourts.org/districts/District-Info.asp,Dofollow,,"Court Website",,404,"2020-09-29 18:02:50","2020-04-29 15:04:33"
4021,13,https://www.avvo.com/personal-injury-lawyer/pa/crafton.html?page=2,"Find the best Personal Injury lawyer in Crafton, PA - Page 2 - Avvo",191,29,http://www.sobrienlaw.com/,Nofollow,,Website,,404,"2020-10-01 16:21:43","2020-04-18 11:08:36"
4022,13,https://www.avvo.com/all-lawyers/mi/pleasant_rdg.html?page=146,"Find the best lawyer in Pleasant Rdg, MI - Page 146 - Avvo",214,13,https://www.madison-heights.org/departments/43rd_district_court.php,Dofollow,,"Court Website",,404,"2020-09-20 15:09:48","2020-04-29 16:16:51"
4023,13,https://www.avvo.com/legal-answers/i-want-to-change-my-representative-in-my-social-se-2718685.html,"I want to change my representative in my Social Security Disability case, which is now at the Administrative Law Judge level. - Q&A - Avvo",161,11,https://www.virginiadisabilitylawyer.com/,Nofollow,,Website,,404,"2020-10-01 06:39:58","2020-04-08 12:14:18"
4024,13,https://www.avvo.com/all-lawyers/ks/shawnee_mission.html?page=30,"Find the best lawyer in Shawnee Mission, KS - Page 30 - Avvo",214,10,https://www.kscourts.org/districts/District-Info.asp,Dofollow,,"Court Website",,404,"2020-09-29 18:02:50","2020-05-01 22:26:57"
4025,13,https://www.avvo.com/all-lawyers/ks/roeland_park.html?page=73,"Find the best lawyer in Roeland Park, KS - Page 73 - Avvo",214,10,https://www.kscourts.org/districts/District-Info.asp,Dofollow,,"Court Website",,404,"2020-09-29 18:02:50","2020-05-01 00:15:49"
4026,13,https://www.avvo.com/legal-answers/can-my-employer-fire-me-due-to-my-learning-disabil-3315195.html,"Can my employer fire me due to my learning disability and I have made them aware of my difficulty with learning new things? - Q&A - Avvo",145,13,https://www.virginiadisabilitylawyer.com/,Nofollow,,Website,,404,"2020-10-01 06:39:58","2020-04-18 06:24:15"
4027,13,https://www.avvo.com/all-lawyers/mi/royal_oak.html?page=76,"Find the best lawyer in Royal Oak, MI - Page 76 - Avvo",214,13,https://www.madison-heights.org/departments/43rd_district_court.php,Dofollow,,"Court Website",,404,"2020-09-20 15:09:48","2020-04-30 02:21:15"
4028,13,https://www.avvo.com/legal-answers/how-do-i-find-out-if-a-phone-app-doesn-t-already-e-1071718.html,"How do i find out if a phone app doesn't already exist? What are patent prices for apps? Is it better to sell your patent? - Q&A - Avvo",159,11,https://www.bartonesq.com/bio_mross.php,Nofollow,,Website,,404,"2020-09-25 21:10:02","2020-04-26 11:57:03"
4029,13,https://www.avvo.com/all-lawyers/mi/royal_oak.html?page=107,"Find the best lawyer in Royal Oak, MI - Page 107 - Avvo",214,14,https://www.madison-heights.org/departments/43rd_district_court.php,Dofollow,,"Court Website",,404,"2020-09-20 15:09:48","2020-04-29 17:52:58"
4030,13,https://www.avvo.com/all-lawyers/mi/lake_angelus.html?page=69,"Find the best lawyer in Lake Angelus, MI - Page 69 - Avvo",214,13,https://www.madison-heights.org/departments/43rd_district_court.php,Dofollow,,"Court Website",,404,"2020-09-20 15:09:48","2020-04-29 16:56:39"
4031,13,https://www.avvo.com/all-lawyers/mi/dearborn_heights.html?page=16,"Find the best lawyer in Dearborn Heights, MI - Page 16 - Avvo",212,13,http://www.cityofinkster.com/365/22nd-District-Court,Dofollow,,"Court Website",,404,"2020-09-28 23:24:39","2020-05-02 19:32:07"
4032,13,https://www.avvo.com/legal-answers/can-a-judge-dismiss-a-motion-for-change-of-custody-3903260.html,"Can a judge dismiss a motion for change of custody and parenting time without a hearing? - Q&A - Avvo",137,10,https://www.vanvalkenburglaw.com/,Nofollow,,Website,,404,"2020-09-29 14:44:51","2020-04-06 06:48:28"
4033,13,https://www.avvo.com/all-lawyers/mi/lathrup_village.html?page=164,"Find the best lawyer in Lathrup Village, MI - Page 164 - Avvo",214,13,https://www.madison-heights.org/departments/43rd_district_court.php,Dofollow,,"Court Website",,404,"2020-09-20 15:09:48","2020-04-29 07:46:04"
4034,13,https://www.avvo.com/legal-answers/what-forms---steps-do-i-take-to-take-someone-to-sm-1352571.html,"What forms & steps do I take to take someone to small claims court in Amite, LA ? - Q&A - Avvo",137,11,http://www.svhclaw.com/,Nofollow,,Website,,404,"2020-09-28 21:43:42","2020-04-08 03:30:17"
4034,13,https://www.avvo.com/legal-answers/what-forms---steps-do-i-take-to-take-someone-to-sm-1352571.html,"What forms & steps do I take to take someone to small claims court in Amite, LA ? - Q&A - Avvo",137,11,https://svhclaw.com/,Nofollow,,Website,,404,"2020-09-27 02:06:45","2020-04-08 03:30:17"
4035,13,https://www.avvo.com/legal-answers/my-ex-s-mother-keeps-harassing-her-pre-school-teac-2399543.html,"My ex's mother keeps harassing her pre school teacher what can I do? - Q&A - Avvo",158,11,https://www.vanvalkenburglaw.com/,Nofollow,,Website,,404,"2020-09-29 14:44:51","2020-04-10 08:33:38"
4036,13,https://www.avvo.com/legal-guides/ugc/permanent-and-total-disability-in-illinois-workers-compensation-cases,"Permanent and Total Disability in Illinois Workers' Compensation Cases - Legal Guides - Avvo",152,12,https://www.illinoislawyers.com/WorkersCompensation.htm,"Nofollow, UGC",,"Workers' compensation attorneys in Illinois",,404,"2020-09-17 10:22:09","2020-05-13 06:25:42"
4037,13,https://www.avvo.com/legal-answers/i-missed-a-arraignment-date--2047094.html,"I missed a arraignment date. - Q&A - Avvo",174,16,http://oterolawyer.com/,Nofollow,,Website,,404,"2020-09-30 00:24:35","2020-04-18 06:59:49"
4038,13,https://www.avvo.com/all-lawyers/mi/pleasant_rdg.html?page=87,"Find the best lawyer in Pleasant Rdg, MI - Page 87 - Avvo",214,14,https://www.madison-heights.org/departments/43rd_district_court.php,Dofollow,,"Court Website",,404,"2020-09-20 15:09:48","2020-05-01 19:48:40"
4039,13,https://www.avvo.com/all-lawyers/mi/highland_park.html?page=83,"Find the best lawyer in Highland Park, MI - Page 83 - Avvo",214,14,http://www.cityofinkster.com/365/22nd-District-Court,Dofollow,,"Court Website",,404,"2020-09-28 23:24:39","2020-05-02 10:03:29"
4040,13,https://www.avvo.com/legal-answers/should-i-draft-a-complaint-to-lowe-s-home-improvem-2099365.html,"Should I draft a complaint to Lowe's Home Improvement myself re: negligence, or hire an attorney to do it? - Q&A - Avvo",155,13,http://www.bbflaw.com/,Nofollow,,Website,,404,"2020-09-14 23:02:25","2020-04-10 10:00:01"
4041,13,https://www.avvo.com/legal-answers/breath-test-refusal-warning-2405640.html,"Breath test refusal warning - Q&A - Avvo",177,9,https://naveteam.com/practice/derek-s-andrews/,Nofollow,,Website,,404,"2020-09-26 19:07:16","2020-04-08 16:56:18"
4042,13,https://www.avvo.com/all-lawyers/mi/union_lake.html?page=22,"Find the best lawyer in Union Lake, MI - Page 22 - Avvo",214,13,https://www.madison-heights.org/departments/43rd_district_court.php,Dofollow,,"Court Website",,404,"2020-09-20 15:09:48","2020-04-29 13:51:55"
4043,13,https://www.avvo.com/all-lawyers/mi/huntington_woods.html?page=137,"Find the best lawyer in Huntington Woods, MI - Page 137 - Avvo",214,13,https://www.madison-heights.org/departments/43rd_district_court.php,Dofollow,,"Court Website",,404,"2020-09-20 15:09:48","2020-05-02 21:28:49"
4044,13,https://www.avvo.com/legal-answers/can-my-husband-adopt-my-daughter-without-interfere-3986275.html,"Can my husband adopt my daughter without interference from bio-dad? - Q&A - Avvo",154,18,http://www.svhclaw.com/,Nofollow,,Website,,404,"2020-09-28 21:43:42","2020-04-09 01:36:02"
4044,13,https://www.avvo.com/legal-answers/can-my-husband-adopt-my-daughter-without-interfere-3986275.html,"Can my husband adopt my daughter without interference from bio-dad? - Q&A - Avvo",154,18,https://svhclaw.com/,Nofollow,,Website,,404,"2020-09-27 02:06:45","2020-04-09 01:36:02"
4045,13,https://www.avvo.com/all-lawyers/mi/clawson.html?page=143,"Find the best lawyer in Clawson, MI - Page 143 - Avvo",212,13,https://www.madison-heights.org/departments/43rd_district_court.php,Dofollow,,"Court Website",,404,"2020-09-20 15:09:48","2020-05-02 10:53:11"
4046,13,https://www.avvo.com/wrongful-death-lawyer/la.html?page=2,"Find the best Wrongful Death lawyer in Louisiana - Page 2 - Avvo",214,20,https://www.murphylawfirm.com/,Nofollow,,Website,,404,"2020-09-30 20:27:24","2020-04-22 10:20:16"
4047,13,https://www.avvo.com/legal-answers/can-they-use-a-out-of-state-dui-against-me-if-the--2575895.html,"Can they use a out of state DUI against me if the conviction if the Conviction gets set aside? - Q&A - Avvo",162,12,http://www.thehoustondwilawyer.com/,Nofollow,,Website,,404,"2020-10-01 06:38:17","2020-04-10 14:17:46"
4048,13,https://www.avvo.com/legal-answers/which-non-immigrant-status-should-i-show-while-fil-2954762.html,"Which non-immigrant status should I show while filing petition for H1B (I-129 Form)? - Q&A - Avvo",157,11,https://www.orendainlaw.com/,Nofollow,,Website,,404,"2020-09-27 22:45:13","2020-04-09 01:20:19"
4049,13,https://www.avvo.com/legal-answers/what-is-the-policy-about-your-job-being-filled-whi-332312.html,"What is the policy about your job being filled while your on medical leave? - Q&A - Avvo",140,11,http://www.bryantlawfirms.com/,Nofollow,,Website,,404,"2020-09-28 22:55:18","2020-05-07 19:41:59"
4050,13,https://www.avvo.com/attorneys/30308-ga-michael-rothenberg-502679.html,"Lawyer Michael Rothenberg - Atlanta, GA Attorney - Avvo",165,12,http://www.michaelforjudge.com/,Nofollow,,"Rothenberg For Superior Court Judge",,404,"2020-09-30 14:51:50","2020-05-12 05:19:21"
4051,13,https://www.avvo.com/legal-answers/how-can-we-prove-negligence--and-what-do-we-do--2467830.html,"How can we prove negligence? And what do we do? - Q&A - Avvo",161,10,http://www.bbflaw.com/,Nofollow,,Website,,404,"2020-09-14 23:02:25","2020-04-07 03:37:09"
4052,13,https://www.avvo.com/attorneys/77007-tx-mark-dube-191872.html,"Lawyer Mark Dube - Houston, TX Attorney - Avvo",165,11,http://www.thedubelawfirm.com/,Nofollow,,"The Dube Law Firm",,404,"2020-09-26 10:16:47","2020-05-13 13:48:48"
4052,13,https://www.avvo.com/attorneys/77007-tx-mark-dube-191872.html,"Lawyer Mark Dube - Houston, TX Attorney - Avvo",165,11,http://www.dubelaw.com/,Nofollow,,"The Dube Law Firm",,404,"2020-09-21 08:10:34","2020-05-13 13:48:48"
4053,13,https://www.avvo.com/legal-answers/how-much-would-it-cost-to-patent-rules-and-idea-of-1246031.html,"How much would it cost to patent rules and idea of an original videogame, with and without the help of a patent attorney? - Q&A - Avvo",158,11,https://www.bartonesq.com/bio_mross.php,Nofollow,,Website,,404,"2020-09-25 21:10:02","2020-04-20 14:55:32"
4054,13,https://www.avvo.com/attorneys/75150-tx-michael-fielding-1802992.html,"Lawyer Michael Fielding - Mesquite, TX Attorney - Avvo",139,13,https://www.fieldinglawtexas.com/practice-areas/truck-accidents/,Nofollow,,"Dallas Truck Accident Attorney",,404,"2020-09-23 09:28:09","2020-04-06 01:47:35"
4054,13,https://www.avvo.com/attorneys/75150-tx-michael-fielding-1802992.html,"Lawyer Michael Fielding - Mesquite, TX Attorney - Avvo",139,13,https://www.fieldinglawtexas.com/practice-areas/wrongful-death/,Nofollow,,"Dallas Wrongful Death Attorney",,404,"2020-09-18 02:02:15","2020-04-06 01:47:35"
4055,13,https://www.avvo.com/federal-regulation-lawyer/ks/prairie_village.html,"Find the best Federal Regulation lawyer in Prairie Village, KS - Avvo",153,10,https://www.kscourts.org/districts/District-Info.asp,Dofollow,,"Court Website",,404,"2020-09-29 18:02:50","2020-05-11 02:25:37"
4056,13,https://www.avvo.com/legal-guides/ugc/looking-for-a-personal-injury-attorney-here-s-the-7-things-you-should-ask,"Looking For A Personal Injury Attorney? Here's The 7 Things You Should Ask - Legal Guides - Avvo",151,10,https://bchfirm.com/best-injury-attorney-guide.html,"Nofollow, UGC",,"Questions To Ask Before Hiring A Personal Injury Attorney",,404,"2020-09-29 16:04:37","2020-04-27 13:27:23"
4057,13,https://www.avvo.com/legal-answers/i-need-a-patern-lawyer-whats-the-cost--1704566.html,"I need a patern Lawyer.whats The cost? - Q&A - Avvo",156,11,https://www.bartonesq.com/bio_mross.php,Nofollow,,Website,,404,"2020-09-25 21:10:02","2020-04-07 00:31:56"
4058,13,https://www.avvo.com/legal-answers/trying-to-work-out-a-custody-agreement-now--im-wan-1337931.html,"Trying to work out a custody agreement now, im wanting to alternate claiming my daughter on my - Q&A - Avvo",153,10,http://www.ojotax.com/,Nofollow,,Website,,404,"2020-09-29 05:07:02","2020-04-27 19:49:41"
4059,13,https://www.avvo.com/legal-answers/can-new--discovery--after-an-old-case-that-had-bee-2590158.html,"Can new ""Discovery"" after an old case that had been closed be used to file a new lawsuit? (North Carolina) - Q&A - Avvo",146,11,http://www.bbflaw.com/,Nofollow,,Website,,404,"2020-09-14 23:02:25","2020-04-27 17:35:30"
4060,13,https://www.avvo.com/attorneys/60661-il-heather-harper-1113997.html,"Lawyer Heather Harper - Chicago, IL Attorney - Avvo",157,18,http://startuplegalshop.com/,Nofollow,"College of Law. In 2012, she designed and launched the","Entrepreneurial Law Clinic","(ELC) in the Law Offices of Chicago-Kent. In addition to",404,"2020-09-16 09:16:20","2020-03-29 23:50:27"
4061,13,https://www.avvo.com/legal-answers/i-want-to-start-an-invitation-business--i-bought-s-584700.html,"I want to start an invitation business. I bought software to help me make the invitation. Can I sell the invitations that I crea - Q&A - Avvo",159,12,https://www.bartonesq.com/bio_mross.php,Nofollow,,Website,,404,"2020-09-25 21:10:02","2020-04-10 13:16:08"
